Institution,Professor Name (Original),Author ID,Paper Type,Paper Title,Year,Citation Count,Semantic Scholar URL,Final Link,Abstract,processed_text,cluster_id,kw1,kw2,kw3
NU,"Tao Sun, T. Sun",122492681,Most Cited,Astrocyte TNFR2 is required for CXCL12-mediated regulation of oligodendrocyte progenitor proliferation and differentiation within the adult CNS,2012.0,136,https://www.semanticscholar.org/paper/aa25a9c135735dafe79a708160193593b6e34699,https://link.springer.com/content/pdf/10.1007/s00401-012-1034-0.pdf,"Multiple sclerosis (MS) is characterized by episodes of inflammatory demyelination with progressive failure of remyelination. Prior studies using murine models of MS indicate that remyelination within the adult central nervous system (CNS) requires the expression and activity of TNFR2 and CXCR4 by oligodendrocyte progenitor cells (OPCs), promoting their proliferation and differentiation into mature oligodendrocytes. Here, we extend these studies by examining the role of TNFR2 in the expression of the CXCR4 ligand, CXCL12, within the corpus callosum (CC) during cuprizone (CPZ) intoxication and by demonstrating that lentiviral-mediated gene delivery of CXCL12 to the demyelinated CC improves OPC proliferation and myelin expression during remyelination. Activated astrocytes and microglia express both TNFR1 and TNFR2 within the demyelinated CC. However, CPZ intoxicated TNFR2−/− mice exhibit loss of up-regulation of CXCL12 in astrocytes with concomitant decreases in numbers of CXCR4+ NG2+ OPCs within the CC. While CXCR4 antagonism does not affect OPC migration from subventricular zones into the CC, it decreases their proliferation and differentiation within the CC. Stereotactic delivery of lentivirus expressing CXCL12 protein into the CC of acutely demyelinated TNFR2−/− mice increases OPC proliferation and expression of myelin. In contrast, chronically demyelinated wild-type mice, which exhibit significant loss of astrocytes and OPCs, are unable to be rescued via CXCL12 lentivirus alone but instead required engraftment of CXCL12-expressing astrocytes for increased myelin expression. Our results show that TNFR2 activation induces CXCL12 expression in the demyelinated CC via autocrine signaling specifically within astrocytes, which promotes OPC proliferation and differentiation. In addition, gene delivery of critical pro-myelinating proteins might be a feasible approach for the treatment of remyelination failure in MS.","Astrocyte TNFR2 is required for CXCL12-mediated regulation of oligodendrocyte progenitor proliferation and differentiation within the adult CNS Multiple sclerosis (MS) is characterized by episodes of inflammatory demyelination with progressive failure of remyelination. Prior studies using murine models of MS indicate that remyelination within the adult central nervous system (CNS) requires the expression and activity of TNFR2 and CXCR4 by oligodendrocyte progenitor cells (OPCs), promoting their proliferation and differentiation into mature oligodendrocytes. Here, we extend these studies by examining the role of TNFR2 in the expression of the CXCR4 ligand, CXCL12, within the corpus callosum (CC) during cuprizone (CPZ) intoxication and by demonstrating that lentiviral-mediated gene delivery of CXCL12 to the demyelinated CC improves OPC proliferation and myelin expression during remyelination. Activated astrocytes and microglia express both TNFR1 and TNFR2 within the demyelinated CC. However, CPZ intoxicated TNFR2−/− mice exhibit loss of up-regulation of CXCL12 in astrocytes with concomitant decreases in numbers of CXCR4+ NG2+ OPCs within the CC. While CXCR4 antagonism does not affect OPC migration from subventricular zones into the CC, it decreases their proliferation and differentiation within the CC. Stereotactic delivery of lentivirus expressing CXCL12 protein into the CC of acutely demyelinated TNFR2−/− mice increases OPC proliferation and expression of myelin. In contrast, chronically demyelinated wild-type mice, which exhibit significant loss of astrocytes and OPCs, are unable to be rescued via CXCL12 lentivirus alone but instead required engraftment of CXCL12-expressing astrocytes for increased myelin expression. Our results show that TNFR2 activation induces CXCL12 expression in the demyelinated CC via autocrine signaling specifically within astrocytes, which promotes OPC proliferation and differentiation. In addition, gene delivery of critical pro-myelinating proteins might be a feasible approach for the treatment of remyelination failure in MS.",8,remyelination activated,cxcl12 astrocytes,sclerosis ms
NU,"Tao Sun, T. Sun",122492681,Most Cited,Therapeutic effects of vitamin D analogs on cardiac hypertrophy in spontaneously hypertensive rats.,2010.0,111,https://www.semanticscholar.org/paper/28bc684faa8b9b443d40cf43b169378fd788f797,https://ajp.amjpathol.org/action/showPdf?pii=S0002-9440%2810%2960120-4,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Therapeutic effects of vitamin D analogs on cardiac hypertrophy in spontaneously hypertensive rats. ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,hypertensive rats,vitamin analogs,cardiac hypertrophy
NU,"Tao Sun, T. Sun",122492681,Most Cited,Vitamin D receptor signaling in podocytes protects against diabetic nephropathy.,2012.0,109,https://www.semanticscholar.org/paper/6f252c4ddd98027f579b4ca76079d1956841aeee,https://jasn.asnjournals.org/content/jnephrol/23/12/1977.full.pdf,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Vitamin D receptor signaling in podocytes protects against diabetic nephropathy. ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,diabetic nephropathy,vitamin receptor,podocytes protects
NU,"Tao Sun, T. Sun",122492681,Most Cited,"Why does Jack, and not Jill, break his crown? Sex disparity in brain tumors",2012.0,81,https://www.semanticscholar.org/paper/bd855566f4953f3bec3c5247f5f46860b1f7aec7,https://bsd.biomedcentral.com/counter/pdf/10.1186/2042-6410-3-3,"It is often reported that brain tumors occur more frequently in males, and that males suffer a worse outcome from brain tumors than females. If correct, these observations suggest that sex plays a fundamental role in brain tumor biology. The following review of the literature regarding primary and metastatic brain tumors, reveals that brain tumors do occur more frequently in males compared to females regardless of age, tumor histology, or region of the world. Sexually dimorphic mechanisms that might control tumor cell biology, as well as immune and brain microenvironmental responses to cancer, are explored as the basis for this sex disparity. Elucidating the mechanisms by which sex chromosomes and sex hormones impact on brain tumorigenesis and progression will advance our understanding of basic cancer biology and is likely to be essential for optimizing the care of brain tumor patients.","Why does Jack, and not Jill, break his crown? Sex disparity in brain tumors It is often reported that brain tumors occur more frequently in males, and that males suffer a worse outcome from brain tumors than females. If correct, these observations suggest that sex plays a fundamental role in brain tumor biology. The following review of the literature regarding primary and metastatic brain tumors, reveals that brain tumors do occur more frequently in males compared to females regardless of age, tumor histology, or region of the world. Sexually dimorphic mechanisms that might control tumor cell biology, as well as immune and brain microenvironmental responses to cancer, are explored as the basis for this sex disparity. Elucidating the mechanisms by which sex chromosomes and sex hormones impact on brain tumorigenesis and progression will advance our understanding of basic cancer biology and is likely to be essential for optimizing the care of brain tumor patients.",2,tumors females,brain microenvironmental,does jack
NU,"Tao Sun, T. Sun",122492681,Most Cited,"1,25-Dihydroxyvitamin D₃ suppresses inflammation-induced expression of plasminogen activator inhibitor-1 by blocking nuclear factor-κB activation.",2011.0,74,https://www.semanticscholar.org/paper/308fc69e28364dbd08338cd8f8cbe14d9ca4d6e9,https://europepmc.org/articles/pmc3049452?pdf=render,ABSTRACT_MISSING_FALLBACK_TO_TITLE,"1,25-Dihydroxyvitamin D₃ suppresses inflammation-induced expression of plasminogen activator inhibitor-1 by blocking nuclear factor-κB activation. ABSTRACT_MISSING_FALLBACK_TO_TITLE",4,dihydroxyvitamin d₃,suppresses inflammation,plasminogen activator
NU,"Tao Sun, T. Sun",122492681,Most Recent,"Meteorin-like/Metrnl, a novel secreted protein implicated in inflammation, immunology, and metabolism: A comprehensive review of preclinical and clinical studies",2023.0,63,https://www.semanticscholar.org/paper/c04b8ecde989cedd5a3a67a1c23a0d7187dea157,https://www.frontiersin.org/articles/10.3389/fimmu.2023.1098570/pdf,"Meteorin-like, also known as Metrnl, Meteorin-β, Subfatin, and Cometin, is a novel secreted protein exerting pleiotropic effects on inflammation, immunology, and metabolism. Earlier research on this hormone focused on regulating energy expenditure and glucose homeostasis. Consequently, several studies attempted to characterize the molecule mechanism of Metrnl in glucose metabolism and obesity-related disorders but reported contradictory clinical results. Recent studies gradually noticed its multiple protective functions in inflammatory immune regulations and cardiometabolic diseases, such as inducing macrophage activation, angiogenesis, tissue remodeling, bone formation, and preventing dyslipidemias. A comprehensive understanding of this novel protein is essential to identify its significance as a potential therapeutic drug or a biomarker of certain diseases. In this review, we present the current knowledge on the physiology of Metrnl and its roles in inflammation, immunology, and metabolism, including animal/cell interventional preclinical studies and human clinical studies. We also describe controversies regarding the data of circulation Metrnl in different disease states to determine its clinical application better.","Meteorin-like/Metrnl, a novel secreted protein implicated in inflammation, immunology, and metabolism: A comprehensive review of preclinical and clinical studies Meteorin-like, also known as Metrnl, Meteorin-β, Subfatin, and Cometin, is a novel secreted protein exerting pleiotropic effects on inflammation, immunology, and metabolism. Earlier research on this hormone focused on regulating energy expenditure and glucose homeostasis. Consequently, several studies attempted to characterize the molecule mechanism of Metrnl in glucose metabolism and obesity-related disorders but reported contradictory clinical results. Recent studies gradually noticed its multiple protective functions in inflammatory immune regulations and cardiometabolic diseases, such as inducing macrophage activation, angiogenesis, tissue remodeling, bone formation, and preventing dyslipidemias. A comprehensive understanding of this novel protein is essential to identify its significance as a potential therapeutic drug or a biomarker of certain diseases. In this review, we present the current knowledge on the physiology of Metrnl and its roles in inflammation, immunology, and metabolism, including animal/cell interventional preclinical studies and human clinical studies. We also describe controversies regarding the data of circulation Metrnl in different disease states to determine its clinical application better.",8,metrnl glucose,meteorin subfatin,implicated inflammation
NU,"Tao Sun, T. Sun",122492681,Most Recent,TWIST2 and the PPAR signaling pathway are important in the progression of nonalcoholic steatohepatitis,2021.0,6,https://www.semanticscholar.org/paper/0d3fe9a987c9d53784e4ef7397ad07cb900df625,https://lipidworld.biomedcentral.com/counter/pdf/10.1186/s12944-021-01458-0,"Abstract Background To investigate the roles of the transcription factors twist family bHLH transcription factor 1 (TWIST1), twist family bHLH transcription factor 2 (TWIST2), and peroxisome proliferator activated receptor gamma (PPARγ) in the progression of nonalcoholic steatohepatitis. Methods The protein levels of TWIST1, TWIST2 and PPARγ were determined in the serum of nonalcoholic fatty liver disease (NAFLD) patients and healthy controls by enzyme-linked immunosorbent assay (ELISA). An in vivo model for fatty liver was established by feeding C57BL/6 J mice a high-fat diet (HFD). An in vitro model of steatosis was established by treating LO-2 cells with oleic acid (OA). RNA sequencing was performed on untreated and OA-treated LO-2 cells followed by TWIST1, TWIST2 and PPARγ gene mRNA levels analysis, Gene Ontology (GO) enrichment and pathway analysis. Results The TWIST2 serum protein levels decreased significantly in all fatty liver groups ( P &lt; 0.05), while TWIST1 varied. TWIST2 tended to be lower in mice fed an HFD and was significantly lower at 3 months. Similarly, in the in vitro model, the TWIST2 protein level was downregulated significantly at 48 and 72 h after OA treatment. RNA sequencing of LO-2 cells showed an approximately 2.3-fold decrease in TWIST2, with no obvious change in TWIST1 and PPARγ. The PPAR signaling pathway was enriched, with 4 genes upregulated in OA-treated cells ( P = 0.0018). The interleukin (IL)-17 and tumor necrosis factor (TNF) signaling pathways were enriched in OA-treated cells. Conclusions The results provide evidence that the TWIST2 and PPAR signaling pathways are important in NAFLD and shed light on a potential mechanism of steatosis.","TWIST2 and the PPAR signaling pathway are important in the progression of nonalcoholic steatohepatitis Abstract Background To investigate the roles of the transcription factors twist family bHLH transcription factor 1 (TWIST1), twist family bHLH transcription factor 2 (TWIST2), and peroxisome proliferator activated receptor gamma (PPARγ) in the progression of nonalcoholic steatohepatitis. Methods The protein levels of TWIST1, TWIST2 and PPARγ were determined in the serum of nonalcoholic fatty liver disease (NAFLD) patients and healthy controls by enzyme-linked immunosorbent assay (ELISA). An in vivo model for fatty liver was established by feeding C57BL/6 J mice a high-fat diet (HFD). An in vitro model of steatosis was established by treating LO-2 cells with oleic acid (OA). RNA sequencing was performed on untreated and OA-treated LO-2 cells followed by TWIST1, TWIST2 and PPARγ gene mRNA levels analysis, Gene Ontology (GO) enrichment and pathway analysis. Results The TWIST2 serum protein levels decreased significantly in all fatty liver groups ( P &lt; 0.05), while TWIST1 varied. TWIST2 tended to be lower in mice fed an HFD and was significantly lower at 3 months. Similarly, in the in vitro model, the TWIST2 protein level was downregulated significantly at 48 and 72 h after OA treatment. RNA sequencing of LO-2 cells showed an approximately 2.3-fold decrease in TWIST2, with no obvious change in TWIST1 and PPARγ. The PPAR signaling pathway was enriched, with 4 genes upregulated in OA-treated cells ( P = 0.0018). The interleukin (IL)-17 and tumor necrosis factor (TNF) signaling pathways were enriched in OA-treated cells. Conclusions The results provide evidence that the TWIST2 and PPAR signaling pathways are important in NAFLD and shed light on a potential mechanism of steatosis.",8,fatty liver,twist2 pparγ,interleukin il
NU,"Tao Sun, T. Sun",122492681,Most Recent,Doxycycline Inhibits Cancer Stem Cell-Like Properties via PAR1/FAK/PI3K/AKT Pathway in Pancreatic Cancer,2021.0,28,https://www.semanticscholar.org/paper/1d96e13df31d6c97cbf479b5e64f769d6dd87b33,https://www.frontiersin.org/articles/10.3389/fonc.2020.619317/pdf,"Pancreatic cancer stem cells (CSCs) play an important role in the promotion of invasion and metastasis of pancreatic cancer. Protease activation receptor 1 (PAR1) is closely related to malignant progression of tumors, however, its effects on pancreatic cancer stem cell-like (CSC-like) properties formation have not been reported. In this work, the effects of PAR1 on pancreatic cancer stem cell-like (CSC-like) properties formation were studied. PAR1 overexpression can induce CSC-like properties in Aspc-1 cells, whereas interference of PAR1 in Panc-1 cells showed the contrary results. Data on patients with pancreatic cancer obtained from TCGA showed that high PAR1 expression and focal adhesion kinase (FAK) protein considerably affect the prognosis of patients. Further experiments showed that PAR1 could regulate FAK, PI3K, and AKT phosphorylation and the epithelial–mesenchymal transformation (EMT) in Aspc-1 and Panc-1 cells. Doxycycline, as a PAR1 inhibitor, could effectively inhibit the CSC-like properties of pancreatic cancer cells and the FAK/PI3K/AKT pathway activation. Doxycycline inhibits the growth of pancreatic cancer and enhances the treatment effect of 5-fluorouracil (5-FU) in Panc-1 xenograft mouse model. In conclusion, PAR1 promotes the CSC-like properties and EMT of pancreatic cancer cells via the FAK/PI3K/AKT pathway. Doxycycline inhibits the pancreatic cancer through the PAR1/FAK/PI3K/AKT pathway and enhances the therapeutic effect of 5-FU.","Doxycycline Inhibits Cancer Stem Cell-Like Properties via PAR1/FAK/PI3K/AKT Pathway in Pancreatic Cancer Pancreatic cancer stem cells (CSCs) play an important role in the promotion of invasion and metastasis of pancreatic cancer. Protease activation receptor 1 (PAR1) is closely related to malignant progression of tumors, however, its effects on pancreatic cancer stem cell-like (CSC-like) properties formation have not been reported. In this work, the effects of PAR1 on pancreatic cancer stem cell-like (CSC-like) properties formation were studied. PAR1 overexpression can induce CSC-like properties in Aspc-1 cells, whereas interference of PAR1 in Panc-1 cells showed the contrary results. Data on patients with pancreatic cancer obtained from TCGA showed that high PAR1 expression and focal adhesion kinase (FAK) protein considerably affect the prognosis of patients. Further experiments showed that PAR1 could regulate FAK, PI3K, and AKT phosphorylation and the epithelial–mesenchymal transformation (EMT) in Aspc-1 and Panc-1 cells. Doxycycline, as a PAR1 inhibitor, could effectively inhibit the CSC-like properties of pancreatic cancer cells and the FAK/PI3K/AKT pathway activation. Doxycycline inhibits the growth of pancreatic cancer and enhances the treatment effect of 5-fluorouracil (5-FU) in Panc-1 xenograft mouse model. In conclusion, PAR1 promotes the CSC-like properties and EMT of pancreatic cancer cells via the FAK/PI3K/AKT pathway. Doxycycline inhibits the pancreatic cancer through the PAR1/FAK/PI3K/AKT pathway and enhances the therapeutic effect of 5-FU.",8,cancer par1,pathway doxycycline,effects pancreatic
NU,"Tao Sun, T. Sun",122492681,Most Recent,SGK1 in Human Cancer: Emerging Roles and Mechanisms,2021.0,71,https://www.semanticscholar.org/paper/33386e19e94d9d6fd7291d8edbf76b02725a0e2b,https://www.frontiersin.org/articles/10.3389/fonc.2020.608722/pdf,"Serum and glucocorticoid-induced protein kinase 1 (SGK1) is a member of the “AGC” subfamily of protein kinases, which shares structural and functional similarities with the AKT family of kinases and displays serine/threonine kinase activity. Aberrant expression of SGK1 has profound cellular consequences and is closely correlated with human cancer. SGK1 is considered a canonical factor affecting the expression and signal transduction of multiple genes involved in the genesis and development of many human cancers. Abnormal expression of SGK1 has been found in tissue and may hopefully become a useful indicator of cancer progression. In addition, SGK1 acts as a prognostic factor for cancer patient survival. This review systematically summarizes and discusses the role of SGK1 as a diagnostic and prognostic biomarker of diverse cancer types; focuses on its essential roles and functions in tumorigenesis, cancer cell proliferation, apoptosis, invasion, metastasis, autophagy, metabolism, and therapy resistance and in the tumor microenvironment; and finally summarizes the current understanding of the regulatory mechanisms of SGK1 at the molecular level. Taken together, this evidence highlights the crucial role of SGK1 in tumorigenesis and cancer progression, revealing why it has emerged as a potential target for cancer therapy.","SGK1 in Human Cancer: Emerging Roles and Mechanisms Serum and glucocorticoid-induced protein kinase 1 (SGK1) is a member of the “AGC” subfamily of protein kinases, which shares structural and functional similarities with the AKT family of kinases and displays serine/threonine kinase activity. Aberrant expression of SGK1 has profound cellular consequences and is closely correlated with human cancer. SGK1 is considered a canonical factor affecting the expression and signal transduction of multiple genes involved in the genesis and development of many human cancers. Abnormal expression of SGK1 has been found in tissue and may hopefully become a useful indicator of cancer progression. In addition, SGK1 acts as a prognostic factor for cancer patient survival. This review systematically summarizes and discusses the role of SGK1 as a diagnostic and prognostic biomarker of diverse cancer types; focuses on its essential roles and functions in tumorigenesis, cancer cell proliferation, apoptosis, invasion, metastasis, autophagy, metabolism, and therapy resistance and in the tumor microenvironment; and finally summarizes the current understanding of the regulatory mechanisms of SGK1 at the molecular level. Taken together, this evidence highlights the crucial role of SGK1 in tumorigenesis and cancer progression, revealing why it has emerged as a potential target for cancer therapy.",8,sgk1 tumorigenesis,autophagy metabolism,serum glucocorticoid
NU,"Tao Sun, T. Sun",122492681,Most Recent,Amelioration of Juglanin against LPS-Induced Activation of NLRP3 Inflammasome in Chondrocytes Mediated by SIRT1,2021.0,10,https://www.semanticscholar.org/paper/5b5e1e9dd4a7c7861f893e8908d14bb798cc00d0,https://doi.org/10.1007/s10753-020-01407-6,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Amelioration of Juglanin against LPS-Induced Activation of NLRP3 Inflammasome in Chondrocytes Mediated by SIRT1 ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,inflammasome chondrocytes,activation nlrp3,juglanin
NU,"Tao Sun, T. Sun",122492681,Most Recent,Autophagy in the HTR-8/SVneo Cell Oxidative Stress Model Is Associated with the NLRP1 Inflammasome,2021.0,23,https://www.semanticscholar.org/paper/a852f07d1804168a35362a6ff4840bb74c3278a3,https://doi.org/10.1155/2021/2353504,"We investigated whether there was activation of NLRP1 inflammasomes and excessive autophagy in oxidative stress damage. And we further demonstrate whether there is a cascade relationship between the activation of NLRP1 inflammasomes and the phenomenon of excessive autophagy. To observe the expression level of the NLRP1 inflammasome group in the pathological process of trophoblast cell oxidative stress, western blot, immunofluorescence, and qRT‐PCR were performed. Autophagy in trophoblast cells after the action of H 2 O 2 was detected by using normal trophoblast cells’ NLRP1‐specific activator (MDP) as a positive control. The presence of excessive autophagy was determined by comparing it with the autophagy‐related proteins in normal trophoblast cells. Through siRNA‐NLRP1, we investigated the role of oxidative stress and the NLRP1 inflammasome in autophagy in cells. 100 μ mol MDP for 24 hours can be used as the optimal concentration of the NLRP1 activator. In human placental trophoblast oxidative stress, the model group significantly increased the expression level of inflammasome IL‐1 β , CASP1, and NLRP1, compared with the control group NLRP3, and LC3‐II, Beclin‐1, ATG5, ATG7, and p62 overactivated the autophagy ability of cells. After the activation of NLRP1, the expression of these inflammasomes increased, accompanied by the decrease in autophagy. After the expression of NLRP1 was silenced by RNAi, the expression of inflammasome IL‐1 β , CASP1, and NLRP3 was also decreased. Still, the autophagy level was increased, which was manifested by the high expression of LC3‐II, Beclin‐1, ATG5, and ATG7 and the decrease in p62. Trophoblast cells showed the expression of NLRP1 protein and excessive autophagy under oxidative stress. Simultaneously, the NLRP1 inflammasome of trophoblast cells in the state of oxidative stress was correlated with autophagy. Inflammasome activation and autophagy were shown to be linked and to influence each other mutually. These may also provide new therapeutic targets in a pathological pregnancy.","Autophagy in the HTR-8/SVneo Cell Oxidative Stress Model Is Associated with the NLRP1 Inflammasome We investigated whether there was activation of NLRP1 inflammasomes and excessive autophagy in oxidative stress damage. And we further demonstrate whether there is a cascade relationship between the activation of NLRP1 inflammasomes and the phenomenon of excessive autophagy. To observe the expression level of the NLRP1 inflammasome group in the pathological process of trophoblast cell oxidative stress, western blot, immunofluorescence, and qRT‐PCR were performed. Autophagy in trophoblast cells after the action of H 2 O 2 was detected by using normal trophoblast cells’ NLRP1‐specific activator (MDP) as a positive control. The presence of excessive autophagy was determined by comparing it with the autophagy‐related proteins in normal trophoblast cells. Through siRNA‐NLRP1, we investigated the role of oxidative stress and the NLRP1 inflammasome in autophagy in cells. 100 μ mol MDP for 24 hours can be used as the optimal concentration of the NLRP1 activator. In human placental trophoblast oxidative stress, the model group significantly increased the expression level of inflammasome IL‐1 β , CASP1, and NLRP1, compared with the control group NLRP3, and LC3‐II, Beclin‐1, ATG5, ATG7, and p62 overactivated the autophagy ability of cells. After the activation of NLRP1, the expression of these inflammasomes increased, accompanied by the decrease in autophagy. After the expression of NLRP1 was silenced by RNAi, the expression of inflammasome IL‐1 β , CASP1, and NLRP3 was also decreased. Still, the autophagy level was increased, which was manifested by the high expression of LC3‐II, Beclin‐1, ATG5, and ATG7 and the decrease in p62. Trophoblast cells showed the expression of NLRP1 protein and excessive autophagy under oxidative stress. Simultaneously, the NLRP1 inflammasome of trophoblast cells in the state of oxidative stress was correlated with autophagy. Inflammasome activation and autophagy were shown to be linked and to influence each other mutually. These may also provide new therapeutic targets in a pathological pregnancy.",8,autophagy oxidative,trophoblast cells,nlrp1 inflammasomes
NU,"Tao Sun, T. Sun",122492681,Most Recent,Emerging roles and mechanisms of microRNA-222-3p in human cancer (Review),2021.0,35,https://www.semanticscholar.org/paper/b843115150145834a64e5068f3f95f7465931459,https://www.spandidos-publications.com/10.3892/ijo.2021.5200/download,"MicroRNAs (miRNAs/miRs) are a class of small non-coding RNAs that maintain the precise balance of various physiological processes through regulating the function of target mRNAs. Dysregulation of miRNAs is closely associated with various types of human cancer. miR-222-3p is considered a canonical factor affecting the expression and signal transduction of multiple genes involved in tumor occurrence and progression. miR-222-3p in human biofluids, such as urine and plasma, may be a potential biomarker for the early diagnosis of tumors. In addition, miR-222-3p acts as a prognostic factor for the survival of patients with cancer. The present review first summarizes and discusses the role of miR-222-3p as a biomarker for diverse types of cancers, and then focuses on its essential roles in tumorigenesis, progression, metastasis and chemoresistance. Finally, the current understanding of the regulatory mechanisms of miR-222-3p at the molecular level are summarized. Overall, the current evidence highlights the crucial role of miR-222-3p in cancer diagnosis, prognosis and treatment.","Emerging roles and mechanisms of microRNA-222-3p in human cancer (Review) MicroRNAs (miRNAs/miRs) are a class of small non-coding RNAs that maintain the precise balance of various physiological processes through regulating the function of target mRNAs. Dysregulation of miRNAs is closely associated with various types of human cancer. miR-222-3p is considered a canonical factor affecting the expression and signal transduction of multiple genes involved in tumor occurrence and progression. miR-222-3p in human biofluids, such as urine and plasma, may be a potential biomarker for the early diagnosis of tumors. In addition, miR-222-3p acts as a prognostic factor for the survival of patients with cancer. The present review first summarizes and discusses the role of miR-222-3p as a biomarker for diverse types of cancers, and then focuses on its essential roles in tumorigenesis, progression, metastasis and chemoresistance. Finally, the current understanding of the regulatory mechanisms of miR-222-3p at the molecular level are summarized. Overall, the current evidence highlights the crucial role of miR-222-3p in cancer diagnosis, prognosis and treatment.",8,microrna 222,3p cancer,biofluids urine
NU,"Tao Sun, T. Sun",122492681,Most Recent,S100A1 is a Sensitive and Specific Cardiac Biomarker for Early Diagnosis and Prognostic Assessment of Acute Myocardial Infarction Measured by Chemiluminescent Immunoassay.,2021.0,10,https://www.semanticscholar.org/paper/da863308dcfec521e5f25d7640ea61237b2120d2,https://doi.org/10.1016/j.cca.2021.01.006,ABSTRACT_MISSING_FALLBACK_TO_TITLE,S100A1 is a Sensitive and Specific Cardiac Biomarker for Early Diagnosis and Prognostic Assessment of Acute Myocardial Infarction Measured by Chemiluminescent Immunoassay. ABSTRACT_MISSING_FALLBACK_TO_TITLE,5,s100a1 sensitive,biomarker early,myocardial infarction
NU,"Tao Sun, T. Sun",122492681,Most Recent,XPO1 inhibition synergizes with PARP1 inhibition in small cell lung cancer by targeting nuclear transport of FOXO3a.,2021.0,36,https://www.semanticscholar.org/paper/f3a979d5459b7cb8f1d132c84891d86e8891d791,https://doi.org/10.1016/j.canlet.2021.01.008,ABSTRACT_MISSING_FALLBACK_TO_TITLE,XPO1 inhibition synergizes with PARP1 inhibition in small cell lung cancer by targeting nuclear transport of FOXO3a. ABSTRACT_MISSING_FALLBACK_TO_TITLE,4,xpo1 inhibition,lung cancer,transport foxo3a
NU,"Tao Sun, T. Sun",122492681,Most Recent,YTHDC2 Promotes the Apoptosis of Colorectal Cancer Cells Through the p38MAPK Signaling Pathway,2020.0,2,https://www.semanticscholar.org/paper/1039bd6497ecb2f7fc26341cc522ace8da74936d,https://doi.org/10.21203/rs.3.rs-27416/v1,"Abstract Background The role of the m 6 A-binding protein YTHDC2 in the occurrence and development of colorectal cancer (CRC) is unclear. We aimed to explore the molecular mechanisms underlying this process and clarify the signaling pathway involved. Methods Firstly, the relationship between YTHDC2 and CRC in TCGA database was analyzed to identify relevant signaling pathways and biological processes. Then, western blot was used to analyze expression of YTHDC2 in HCT116 and Caco2 cells. After knockdown or overexpression of YTHDC2 in the above cells, RT-PCR and western blot were used to analyze p38MAPK, p-p38MAPK, and downstream apoptosis-related proteins in the MAPK signaling pathway. Flow cytometry was performed to detect changes in apoptosis. Results And the results were shown that the expression of YTHDC2 was significantly lower in tumor tissues than in normal tissues. Increased expression of YTHDC2 was associated with better overall survival among patients with CRC. Gene set enrichment analysis revealed that YTHDC2 regulates the MAPK signaling pathway. Flow cytometry revealed apoptosis was significantly reduced and enhanced in response to YTHDC2 knockdown and overexpression, respectively. There was no significant change in the expression of p38MAPK, while p-p38MAPK was significantly increased in response to overexpression and decreased in response to knockdown. Gene Expression Profiling Interactive Analysis showed apoptotic protein expression to be positively correlated with YTHDC2 expression, consistent with the results of RT-PCR and western blot. Conclusion In general, apoptosis of CRC cells is promoted by YTHDC2 via activation of the exogenous death receptor and endogenous mitochondrial apoptosis-related pathways in the p38MAPK signaling pathway.","YTHDC2 Promotes the Apoptosis of Colorectal Cancer Cells Through the p38MAPK Signaling Pathway Abstract Background The role of the m 6 A-binding protein YTHDC2 in the occurrence and development of colorectal cancer (CRC) is unclear. We aimed to explore the molecular mechanisms underlying this process and clarify the signaling pathway involved. Methods Firstly, the relationship between YTHDC2 and CRC in TCGA database was analyzed to identify relevant signaling pathways and biological processes. Then, western blot was used to analyze expression of YTHDC2 in HCT116 and Caco2 cells. After knockdown or overexpression of YTHDC2 in the above cells, RT-PCR and western blot were used to analyze p38MAPK, p-p38MAPK, and downstream apoptosis-related proteins in the MAPK signaling pathway. Flow cytometry was performed to detect changes in apoptosis. Results And the results were shown that the expression of YTHDC2 was significantly lower in tumor tissues than in normal tissues. Increased expression of YTHDC2 was associated with better overall survival among patients with CRC. Gene set enrichment analysis revealed that YTHDC2 regulates the MAPK signaling pathway. Flow cytometry revealed apoptosis was significantly reduced and enhanced in response to YTHDC2 knockdown and overexpression, respectively. There was no significant change in the expression of p38MAPK, while p-p38MAPK was significantly increased in response to overexpression and decreased in response to knockdown. Gene Expression Profiling Interactive Analysis showed apoptotic protein expression to be positively correlated with YTHDC2 expression, consistent with the results of RT-PCR and western blot. Conclusion In general, apoptosis of CRC cells is promoted by YTHDC2 via activation of the exogenous death receptor and endogenous mitochondrial apoptosis-related pathways in the p38MAPK signaling pathway.",8,apoptosis colorectal,ythdc2 associated,mapk signaling
NU,Todd D Murphey,2750574,Most Cited,Mechanical computing,2021.0,216,https://www.semanticscholar.org/paper/d8aa62907fc99f8c06a2936094a087ab33fe2b61,https://doi.org/10.1038/s41586-021-03623-y,ABSTRACT_MISSING_FALLBACK_TO_TITLE,Mechanical computing ABSTRACT_MISSING_FALLBACK_TO_TITLE,6,computing abstract_missing_fallback_to_title,abstract_missing_fallback_to_title,mechanical computing
